city_project_id,budget_book_context_record_ids,budget_book_record_count,activity_id,master_project_id,comparison_status,match_method,budget_book_status,core_status,budget_book_project_name,core_project_name,observed_at_utc
1001810.15,,0,tpa-b3441febb19f80,mp-e810a131fba50160,core_capital_only,no_exact_identifier_match,,30% Design Completion,,Sheridan Pumping Station Rehabilitation (Year 3),2026-08-28T04:55:51+00:00
1001810.16,,0,tpa-7113f1875895d2,mp-875273619e2ffb44,core_capital_only,no_exact_identifier_match,,Construction in Progress,,Rome Ave Pump Station Force Main Replacement,2026-08-28T04:55:51+00:00
1001810.19,,0,tpa-cf1ef08b74d9bf,mp-876776fc9539f7fc,core_capital_only,no_exact_identifier_match,,Closeout,,122nd Ave Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
1001810.20,,0,tpa-2d2d1c36584495,mp-3b883907a1ce4780,core_capital_only,no_exact_identifier_match,,Closeout,,Lake Forest #1 Pumping Station Rehabilitation (Year 2),2026-08-28T04:55:51+00:00
1001810.21,,0,tpa-06228d1f4d0792,mp-6d55d77fc7408ac3,core_capital_only,no_exact_identifier_match,,Construction in Progress,,Parkedge Pumping Station Rehabilitation (Year 2),2026-08-28T04:55:51+00:00
1001810.22,,0,tpa-cd135e5d912828,mp-aaf4bfdc44b457cc,core_capital_only,no_exact_identifier_match,,Closeout,,Riveredge Pumping Station Rehabilitation (Year 2),2026-08-28T04:55:51+00:00
1001810.23,,0,tpa-5b6b366122c269,mp-c941719e9dac942e,core_capital_only,no_exact_identifier_match,,Construction in Progress,,Oregon Pumping Station Rehabilitation (Year 2),2026-08-28T04:55:51+00:00
1001810.24,,0,tpa-c9ddc7b04853de,mp-989f828b42394275,core_capital_only,no_exact_identifier_match,,Construction in Progress,,Ralston Beach Pumping Station Rehabilitation (Year 2),2026-08-28T04:55:51+00:00
1001810.6,,0,tpa-eda1b7ede907aa,mp-eef707d6a817e1a8,core_capital_only,no_exact_identifier_match,,Construction in Progress,,Rome Ave Pump Station Rehabilitation (Year 2),2026-08-28T04:55:51+00:00
1001810.7,,0,tpa-d86cfc8d539121,mp-95d96d06b4c2bde1,core_capital_only,no_exact_identifier_match,,30% Design Completion,,Church Pumping Station Rehabilitation (Year 3),2026-08-28T04:55:51+00:00
1001810.8,,0,tpa-c44a24d11ff57d,mp-7ea32d80a64ac06f,core_capital_only,no_exact_identifier_match,,Planning,,Cory Lakes III Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
1001810.9,,0,tpa-4357f4b097eefd,mp-fe7b8b952981e1ac,core_capital_only,no_exact_identifier_match,,Planning,,Humphrey Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
1001830,bbp-0241b18c8cdea428,1,,,budget_book_only,no_exact_identifier_match,Closeout,,North 26th Street and East Dr. Martin Luther King Jr. Boulevard Traffic Signal,,2026-08-28T04:55:51+00:00
1001831,bbp-80267c0665a175cf,1,,,budget_book_only,no_exact_identifier_match,,,East Twiggs Street and North Marion Street Traffic Signal Replacement,,2026-08-28T04:55:51+00:00
1001832,bbp-9d486565707f2259,1,tpa-ef5b25d2cd2b58,mp-ba15f7c8558faff7,matched_core_activity,exact_city_project_id,Construction in Progress,Construction in Progress,21st St and Palm Ave - Traffic Signal Replacement,21st St and Palm Ave - Traffic Signal Replacement,2026-08-28T04:55:51+00:00
1001842,bbp-ff343923f0ec854c,1,tpa-fcd1f5f70bf6dd,mp-1b6b7b76f7e85cf5,matched_core_activity,exact_city_project_id,Closeout,Closeout,"Palma Ceia Water Main Replacement, Phase 3",Palma Ceia Area 2 (AKA Phase III),2026-08-28T04:55:51+00:00
1001845,bbp-6345131b204ceb09,1,,,budget_book_only,no_exact_identifier_match,Closeout,,North Himes Avenue Complete Streets and Safety Improvements,,2026-08-28T04:55:51+00:00
1001848,bbp-fd58084e3fcc8973,1,tpa-7dac0bb1eab9db,mp-20350cb84db6c46e,matched_core_activity,exact_city_project_id,Closeout,Construction in Progress,Platt St and Fremont Ave - Traffic Signal,Platt St and Fremont Ave - Traffic Signal,2026-08-28T04:55:51+00:00
1001849,bbp-d7a3e7dc5ecd4712,1,tpa-e3d74ebeda0a07,mp-5832cd9a2ac6514c,matched_core_activity,exact_city_project_id,Construction in Progress,Construction in Progress,Cleveland St and Rome Ave - Traffic Signal,Cleveland St and Rome Ave - Traffic Signal,2026-08-28T04:55:51+00:00
1001865,,0,tpa-9e8aacbaee1dd4,mp-33805af68006624b,core_capital_only,no_exact_identifier_match,,Closeout,,"Howard F. Curren AWTP Master Plan Improvements, Phase 1, Design-build GMP No. 1",2026-08-28T04:55:51+00:00
1001865.2,,0,tpa-ea72c3fa51da76,mp-bf22f8e1500560b4,core_capital_only,no_exact_identifier_match,,Construction in Progress,,"Howard F. Curren AWTP Master Plan Improvements, Phase 1, Design-build GMP No. 2",2026-08-28T04:55:51+00:00
1001865.4,,0,tpa-a4b6540c53b52d,mp-cb4f99406e238127,core_capital_only,no_exact_identifier_match,,Construction in Progress,,"Howard F. Curren AWTP Master Plan Improvements, Phase 1, Design-build GMP No. 4",2026-08-28T04:55:51+00:00
1001865.4A,,0,tpa-4e0ddf4111d797,mp-e8b1ab7c05bb0617,core_capital_only,no_exact_identifier_match,,Consultant/Contractor Selection Process,,"Howard F. Curren AWTP Master Plan Improvements, Phase 2, Design-build GMP No. 1",2026-08-28T04:55:51+00:00
1001865.4B,,0,tpa-5094836b257f3e,mp-80b1a51f980bbc52,core_capital_only,no_exact_identifier_match,,Cancelled,,"Howard F. Curren AWTP Master Plan Improvements, Phase 2, Design-build Amendment No. 1",2026-08-28T04:55:51+00:00
1001874,bbp-cd8e7ae4c46cb9c5,1,,,budget_book_only,no_exact_identifier_match,Closeout,,TPD Garage Restoration,,2026-08-28T04:55:51+00:00
1001929,bbp-eb99dd6f6b61a8d6,1,,,budget_book_only,no_exact_identifier_match,Cancelled,,Interbay Blvd (Manhattan Ave to Tanker Way),,2026-08-28T04:55:51+00:00
1001931,bbp-1974c00272a3bff1,1,tpa-37222f224d7341,mp-1699bf0f3b6906fc,matched_core_activity,exact_city_project_id,Construction in Progress,Construction in Progress,El Prado Blvd. Complete Streets & Sidewalks (Omar Ave to Lois Ave; Lois Ave to Bayshore Blvd),El Prado Blvd. Complete Streets & Sidewalks (Omar Ave to Lois Ave; Lois Ave to Bayshore Blvd),2026-08-28T04:55:51+00:00
1001933,bbp-dd37e47e4da053b0,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Training Burn Simulator and Skills Tower,,2026-08-28T04:55:51+00:00
1001934,bbp-96fa461356a4b0f5,1,tpa-60fa1e9349c074,mp-34f011fe38d212ef,matched_core_activity,exact_city_project_id,30% Design Completion,30% Design Completion,Doyle Carlton Dr & Laurel St Intersection Improvements,Doyle Carlton Dr & Laurel St Intersection Improvements,2026-08-28T04:55:51+00:00
1001935,bbp-4649f4415996c232,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Tampa St and 7th Ave - Traffic Signal,,2026-08-28T04:55:51+00:00
1001936,bbp-3ea026a276e36f0a,1,tpa-6ee9a2e188bdf2,mp-5b3236551618ebf4,matched_core_activity,exact_city_project_id,Permitting/Submittals Approval,Permitting/Submittals Approval,Rivercrest Park Boardwalk Renovation,Rivercrest Park Boardwalk Renovation,2026-08-28T04:55:51+00:00
1001937,bbp-ea137a13ad733f2a,1,tpa-8401b9481d33dc,mp-78db75e110922b51,matched_core_activity,exact_city_project_id,Construction in Progress,Construction in Progress,East Tampa Recreational Complex,East Tampa Recreational Complex,2026-08-28T04:55:51+00:00
1001938,bbp-cb4f518927332a72,1,,,budget_book_only,no_exact_identifier_match,Closeout,,New Tampa Inclusive Playground,,2026-08-28T04:55:51+00:00
1001943,bbp-7ae193cfbbe15b72,1,,,budget_book_only,no_exact_identifier_match,,,Electronics Building Renovation,,2026-08-28T04:55:51+00:00
1001948,bbp-82ea753e9d60698f,1,,,budget_book_only,no_exact_identifier_match,,,"Delaware, Oregon, and Dakota Groundwater Diversion",,2026-08-28T04:55:51+00:00
1001949,bbp-cc15bc053caf5535,1,,,budget_book_only,no_exact_identifier_match,30% Design Completion,,4801 Neptune Way,,2026-08-28T04:55:51+00:00
1001950,bbp-79806e27e7f8d0a4,1,,,budget_book_only,no_exact_identifier_match,Cancelled,,Donut Pond Pumping Station Bar Screen Upgrade,,2026-08-28T04:55:51+00:00
1001951,bbp-5df2a10381be7d08,1,,,budget_book_only,no_exact_identifier_match,Closeout,,El Portal and Newport Avenue Pumping Station,,2026-08-28T04:55:51+00:00
1001953,bbp-1b0dfcf88bd531b2,1,,,budget_book_only,no_exact_identifier_match,,,Forest Hills Park Pumping Station,,2026-08-28T04:55:51+00:00
1001955,,0,tpa-0b19c44bee2529;tpa-abe97955acb085;tpa-cd81628c7943f6,mp-6adca0715afa9f71;mp-bcd6fc6d59b32413;mp-e0b433b4d68d81ed,core_capital_only,no_exact_identifier_match,,,,,2026-08-28T04:55:51+00:00
1001969,bbp-659bae28b0a711f2,1,,,budget_book_only,no_exact_identifier_match,,,Electronics Building Renovation,,2026-08-28T04:55:51+00:00
1001984,bbp-263319eb7c18bd61,1,,,budget_book_only,no_exact_identifier_match,Closeout,,TCC Renovations Phase II,,2026-08-28T04:55:51+00:00
1002016.2,,0,tpa-353afe88aec810,mp-7505305e4c1a5543,core_capital_only,no_exact_identifier_match,,90% Design Completion,,Sherwood Heights PS FM Relocation,2026-08-28T04:55:51+00:00
1002058,bbp-08b7c831d9862530;bbp-7f7788ab9acaf011,2,,,budget_book_only,no_exact_identifier_match,Closeout,,Ridgewood Collection System CIPP Lining,,2026-08-28T04:55:51+00:00
1002091,bbp-6124e90865429309,1,tpa-2dc74558e17f91,mp-36bcf34199e877eb,matched_core_activity,exact_city_project_id,Closeout,Closeout,"Green Spine Cycle Track, Segment 3B","Green Spine Cycle Track, Segment 3B",2026-08-28T04:55:51+00:00
1002092,bbp-d965c975a81c6211,1,tpa-a2a4fd28b3d102,mp-10d31fc06c3d06e1,matched_core_activity,exact_city_project_id,Closeout,Closeout,"Green Spine Cycle Track, Segment 3C","Green Spine Cycle Track, Segment 3C",2026-08-28T04:55:51+00:00
1002096,,0,tpa-a1b0cac407d6e5,mp-be1ab01fc577d0a7,core_capital_only,no_exact_identifier_match,,Construction in Progress,,West River District Multi-Modal Network and Safety Improvements BUILD Segments 1 - 6,2026-08-28T04:55:51+00:00
1002113,bbp-f5ae95030c58c930,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Clark Street and 30th Street Pipe Relocation,,2026-08-28T04:55:51+00:00
1002114,bbp-78c79fa624be242a,1,,,budget_book_only,no_exact_identifier_match,,,Public Safety Training Facilities,,2026-08-28T04:55:51+00:00
1002120,bbp-56d7cdcc18eeaee5,1,,,budget_book_only,no_exact_identifier_match,,,Public Safety Administration Building,,2026-08-28T04:55:51+00:00
1002123,bbp-f881625aa59d6670,1,,,budget_book_only,no_exact_identifier_match,,,Police District 3 Roof Replacement,,2026-08-28T04:55:51+00:00
1002124,bbp-3b79b3c0298ad89e,1,,,budget_book_only,no_exact_identifier_match,,,911 Call Center Roof Replacement,,2026-08-28T04:55:51+00:00
1002125,bbp-d91838383f2cdb0e,1,,,budget_book_only,no_exact_identifier_match,,,Fire Station No 21 Building Upgrades,,2026-08-28T04:55:51+00:00
1002127,bbp-63d4625918c9be2a,1,,,budget_book_only,no_exact_identifier_match,,,Howard Avenue Tampa Police Department Offices,,2026-08-28T04:55:51+00:00
1002128,bbp-1c93ba1f1bbd82e9,1,,,budget_book_only,no_exact_identifier_match,,,CMOB Elevator Upgrade,,2026-08-28T04:55:51+00:00
1002130,bbp-db0e4a91dc4077b9,1,,,budget_book_only,no_exact_identifier_match,,,Police District 3 Exterior Paint and Stucco Repairs,,2026-08-28T04:55:51+00:00
1002141,bbp-ff27b5cf0b20c126,1,,,budget_book_only,no_exact_identifier_match,,,Transportation Wash Rack,,2026-08-28T04:55:51+00:00
1002142,bbp-8bdce671dbdcbb57,1,,,budget_book_only,no_exact_identifier_match,,,Lake Avenue Building Renovations,,2026-08-28T04:55:51+00:00
1002143,bbp-2bdad5f35750459a,1,,,budget_book_only,no_exact_identifier_match,,,TSS Facility Improvements,,2026-08-28T04:55:51+00:00
1002148,bbp-30d0f958e38759d7;bbp-7c8ee7b2e934e399,2,tpa-88a3da2a1a529f;tpa-a230454c33a207;tpa-a6334c218e962f;tpa-bc4fffa94f61da,mp-55e885983673b34c;mp-9a6a43256bf764b7;mp-b87bf1e5cc90f563;mp-f51a4f48c29d0aa3,ambiguous_multiple_core_activities,exact_city_project_id,,,Fleet Maintenance Decentralization - 40th Street,,2026-08-28T04:55:51+00:00
1002158,bbp-e61e75fbdd8ec5fc,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Ignacio Haya Park PH II,,2026-08-28T04:55:51+00:00
1002160,,0,tpa-6f824c575084b5,mp-642b94a0dd3c22cf,core_capital_only,no_exact_identifier_match,,90% Design Completion,,CRA-DP Neighborhood Park at Hubert Ave,2026-08-28T04:55:51+00:00
1002163,,0,tpa-55970080e03fd1;tpa-d7ddd1defd6013,mp-0441f5e904278d00;mp-2bab05a0c5e2bac7,core_capital_only,no_exact_identifier_match,,,,,2026-08-28T04:55:51+00:00
1002164,,0,tpa-ae07f4ea146cd3,mp-19452288ef782e1d,core_capital_only,no_exact_identifier_match,,90% Design Completion,,"CRA-DP Landscape, Streetscape, and Safety Audit Improvement",2026-08-28T04:55:51+00:00
1002178,bbp-0555fe8b7c4b2207;bbp-93b25a4985bd992c,2,tpa-d04d7a186f9070,mp-56265785c1518a24,matched_core_activity,exact_city_project_id,90% Design Completion,Contract Negotiations,Golf View Estates Flooding Relief,Golf View Estates Flooding Relief,2026-08-28T04:55:51+00:00
1002179,bbp-bdb58265b41fb280,1,tpa-8b45dcb5c28c83,mp-bf56856019c64435,matched_core_activity,exact_city_project_id,60% Design Completion,Planning,South Howard Flood Relief Project,South Howard Flood Relief Project,2026-08-28T04:55:51+00:00
1002270,bbp-5c062c7db2ae3b87,1,,,budget_book_only,no_exact_identifier_match,Planning,,Cal Dickson Greenspace Improvements,,2026-08-28T04:55:51+00:00
1002292,bbp-0f06235deb876bac,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Floribraska Gravity Sewer CIPP Lining,,2026-08-28T04:55:51+00:00
1002293,bbp-5e8ba99a126287b0,1,tpa-f05d147a1350ac,mp-afdd63ce998db22d,matched_core_activity,exact_city_project_id,,Planning,Gandy Park South and A. J. Palonis Park Improvements,Gandy Park South and A. J. Palonis Park Improvements,2026-08-28T04:55:51+00:00
1002316,,0,tpa-7ee12fe4519bd8,mp-7eb3d3a44d0c66ac,core_capital_only,no_exact_identifier_match,,90% Design Completion,,Purity Springs Restoration and Living Shoreline,2026-08-28T04:55:51+00:00
1002318,,0,tpa-66231479024c2c,mp-f5d851eb38932906,core_capital_only,no_exact_identifier_match,,Closeout,,Downtown Phase II Collection System Rehabilitation,2026-08-28T04:55:51+00:00
1002329,,0,tpa-7d1dc09d430e76,mp-dea1d623072b9fbf,core_capital_only,no_exact_identifier_match,,Construction in Progress,,Waters Ave Gravity Sewer Rehabilitation,2026-08-28T04:55:51+00:00
1002350,,0,tpa-9e533d5d2e7928,mp-807349d6c8102cac,core_capital_only,no_exact_identifier_match,,60% Design Completion,,30th St (E Bougainvillea Ave to E Fowler Ave) Segment 2 (Resurfacing),2026-08-28T04:55:51+00:00
1002351,,0,tpa-b238c6fabfa6dc,mp-41b54a4ea265dcc4,core_capital_only,no_exact_identifier_match,,Construction in Progress,,Rey Park Improvements,2026-08-28T04:55:51+00:00
1002352,,0,tpa-c5b3d6f07b2f6d,mp-6c9f0ac6cf58db07,core_capital_only,no_exact_identifier_match,,Construction in Progress,,Salcines Park Improvements,2026-08-28T04:55:51+00:00
1002359,bbp-ad01cd79c52d6692,1,,,budget_book_only,no_exact_identifier_match,,,North B St/Himes Ave CIAC Phase 5,,2026-08-28T04:55:51+00:00
1002380,,0,tpa-50626600fc391a,mp-b1783ebefcaa0756,core_capital_only,no_exact_identifier_match,,Permitting/Submittals Approval,,Nebraska and Busch Blvd,2026-08-28T04:55:51+00:00
1002386,,0,tpa-a0292bfa993641,mp-8bec584852d821ae,core_capital_only,no_exact_identifier_match,,Planning,,CRA- Property 3623 N 22nd Street AKA Gator Building,2026-08-28T04:55:51+00:00
1002388,bbp-cc5a0f6b2959e630,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Executive Park Gravity Sewer Replacement,,2026-08-28T04:55:51+00:00
1002394,bbp-2b6e3b7ad4092d68,1,,,budget_book_only,no_exact_identifier_match,,,Sulphur Springs Pool Improvements,,2026-08-28T04:55:51+00:00
1002396,bbp-0df7d0aafd08b61d,1,,,budget_book_only,no_exact_identifier_match,,,Sulphur Springs Tower Improvements,,2026-08-28T04:55:51+00:00
1002401,,0,tpa-03560edf9915fa;tpa-3ec4cea3916f0f;tpa-69474d33a67c4d,mp-08d096e902b3cd57;mp-1eb120b451c0e2bc;mp-99c39171b75a871c,core_capital_only,no_exact_identifier_match,,,,,2026-08-28T04:55:51+00:00
1002402,bbp-8fd21a171fc01b9b,1,,,budget_book_only,no_exact_identifier_match,,,Softball Dugout Renovations,,2026-08-28T04:55:51+00:00
1002403,bbp-eca654f1b9ca4883,1,,,budget_book_only,no_exact_identifier_match,,,Pool Blanket & Heater Replacements,,2026-08-28T04:55:51+00:00
1002404,bbp-4d94c0a6120aa5d2,1,,,budget_book_only,no_exact_identifier_match,,,Hyde Park Improvements,,2026-08-28T04:55:51+00:00
1002405,bbp-d7c0bdadd0f778e6,1,,,budget_book_only,no_exact_identifier_match,,,Fire Station No 8 Parking Lot Permeable Block Replacement,,2026-08-28T04:55:51+00:00
1002407,bbp-23c9eaba320cb4f7;bbp-6cfa1dd6d2ca0811;bbp-e905decbadc330a4,3,,,budget_book_only,no_exact_identifier_match,,,Sulphur Springs Park Site Improvements,,2026-08-28T04:55:51+00:00
1002408,bbp-328075cff25a620c;bbp-bda622ff6f79aaaf,2,,,budget_book_only,no_exact_identifier_match,,,Wellswood Church,,2026-08-28T04:55:51+00:00
1002409,bbp-77d78194e8d80600,1,,,budget_book_only,no_exact_identifier_match,,,Replacement Windows for Recreation Centers,,2026-08-28T04:55:51+00:00
1002412,bbp-5d5153f4eecb06e7,1,,,budget_book_only,no_exact_identifier_match,,,Cuscaden Pool Deck Underlayment and Coping,,2026-08-28T04:55:51+00:00
1002414,bbp-7bd190b3f99d0373,1,,,budget_book_only,no_exact_identifier_match,,,Tampa Theatre Fire Alarm Replacement,,2026-08-28T04:55:51+00:00
1002420,bbp-bab902f5472f482c,1,,,budget_book_only,no_exact_identifier_match,,,TMOB Electrical Upgrades,,2026-08-28T04:55:51+00:00
1002421,bbp-8b5751d428f290fd,1,,,budget_book_only,no_exact_identifier_match,,,Ballast Point Infrastructure Upgrades,,2026-08-28T04:55:51+00:00
1002445,bbp-434ad3cceb8c6989,1,tpa-287723afdc6d7a,mp-6830ae56975ff4bc,matched_core_activity,exact_city_project_id,30% Design Completion,30% Design Completion,Twiggs St (Ashley Dr to Nebraska Ave),Twiggs St (Ashley Dr to Nebraska Ave),2026-08-28T04:55:51+00:00
1002448,bbp-b35952d360cbac15,1,,,budget_book_only,no_exact_identifier_match,,,South Howard Flood Relief and Streetscape,,2026-08-28T04:55:51+00:00
1002449,,0,tpa-77c2f61e91c09c,mp-f23e4814960b07c9,core_capital_only,no_exact_identifier_match,,Closeout,,Sligh Ave & 30th St (Signal),2026-08-28T04:55:51+00:00
1002465,,0,tpa-08c3d9bfa91b42,mp-ca15e299046608e8,core_capital_only,no_exact_identifier_match,,Closeout,,Downtown Interchange Wastewater Collection System Rehabilitation by CIPP Lining,2026-08-28T04:55:51+00:00
1002466,,0,tpa-2d56f56a338d90,mp-dc09e99d0dae662e,core_capital_only,no_exact_identifier_match,,Permitting/Submittals Approval,,Wastewater Pumping Station Rehabilitation 109th St. PS,2026-08-28T04:55:51+00:00
1002467,,0,tpa-171058db0c4c5c,mp-3a9a65ddeafe8c6d,core_capital_only,no_exact_identifier_match,,Permitting/Submittals Approval,,Wastewater Pumping Station Rehabilitation Prescott PS,2026-08-28T04:55:51+00:00
1002477,,0,tpa-3c9b63cd8b2149,mp-37820add83017626,core_capital_only,no_exact_identifier_match,,60% Design Completion,,JPA- FDOT Height Multimodal Improvements,2026-08-28T04:55:51+00:00
1002495,,0,tpa-86241ed55967c4;tpa-d92cfb89eb2d56,mp-84957eeb62d97645;mp-c0d8ba258c988cae,core_capital_only,no_exact_identifier_match,,,,,2026-08-28T04:55:51+00:00
1002495A,,0,tpa-86241ed55967c4,mp-c0d8ba258c988cae,core_capital_only,no_exact_identifier_match,,Closeout,,Wastewater Pumping Station Rehabilitation Parke East PS,2026-08-28T04:55:51+00:00
1002495B,,0,tpa-39b93d46a11269,mp-4e185005a01595ad,core_capital_only,no_exact_identifier_match,,Construction,,Wastewater Pumping Station Rehabilitation Idlewild PS,2026-08-28T04:55:51+00:00
1002526,bbp-fca857ed2896cea2,1,,,budget_book_only,no_exact_identifier_match,,,Fire Station No 6 Expansion and Property Acquisition,,2026-08-28T04:55:51+00:00
1002528,bbp-2e4c30a180aba1f6,1,,,budget_book_only,no_exact_identifier_match,,,Fire Station No 9 Renovations,,2026-08-28T04:55:51+00:00
1002529,bbp-429964a9c0964245,1,,,budget_book_only,no_exact_identifier_match,,,Electrical Upgrades,,2026-08-28T04:55:51+00:00
1002530,bbp-4f954ad56ff93faf,1,,,budget_book_only,no_exact_identifier_match,,,Fire Suppression Repairs and Upgrades,,2026-08-28T04:55:51+00:00
1002531,bbp-0f6331690cde8efa,1,,,budget_book_only,no_exact_identifier_match,,,HVAC Repairs and Upgrades,,2026-08-28T04:55:51+00:00
1002533,bbp-5586bbe63d9ac93c,1,,,budget_book_only,no_exact_identifier_match,,,Facility Lighting Upgrades,,2026-08-28T04:55:51+00:00
1002534,bbp-a4a1fea7b4411ed2,1,,,budget_book_only,no_exact_identifier_match,,,Structural Repairs and Improvements,,2026-08-28T04:55:51+00:00
1002536,bbp-d1dcb7ab84eed40a,1,,,budget_book_only,no_exact_identifier_match,,,Pam Iorio Garage Elevators and Fire Alarm Modernization,,2026-08-28T04:55:51+00:00
1002543,bbp-d52193f1c0535e62,1,,,budget_book_only,no_exact_identifier_match,,,FS No 15 Generator Infrastructure Upgrade,,2026-08-28T04:55:51+00:00
1002545,bbp-a9f1f05d3e083bed,1,,,budget_book_only,no_exact_identifier_match,,,FS No 10 Generator Infrastructure Upgrade,,2026-08-28T04:55:51+00:00
1002546,bbp-6800e3013cd0811d,1,,,budget_book_only,no_exact_identifier_match,,,FS No 5 Generator Infrastructure Upgrade,,2026-08-28T04:55:51+00:00
1002548,bbp-19516b6bac8cbb4c,1,,,budget_book_only,no_exact_identifier_match,,,FS No 13 Generator Infrastructure Upgrade,,2026-08-28T04:55:51+00:00
1002549,bbp-8748f98bc70ad87b,1,,,budget_book_only,no_exact_identifier_match,,,FS No 12 Generator Infrastructure Upgrade,,2026-08-28T04:55:51+00:00
1002551,bbp-9664a9f5df7d4de0,1,,,budget_book_only,no_exact_identifier_match,,,FS No 3 Generator Infrastructure Upgrade,,2026-08-28T04:55:51+00:00
1002552,bbp-6bfd8360c564670c,1,,,budget_book_only,no_exact_identifier_match,,,FS No 18 Generator Infrastructure Upgrade,,2026-08-28T04:55:51+00:00
1002555,bbp-ad3b7f7943f1d75d,1,,,budget_book_only,no_exact_identifier_match,,,FS No 6 Exterior Brick Upgrade & Waterproofing,,2026-08-28T04:55:51+00:00
1002562,bbp-cafe91a2c2f60e9d,1,,,budget_book_only,no_exact_identifier_match,,,Tampa Municipal Office Bldg Lobby Upgrades,,2026-08-28T04:55:51+00:00
1002566,,0,tpa-6b6a6e319bc8a7,mp-376d0a4e4be09e74,core_capital_only,no_exact_identifier_match,,Construction in Progress,,Gunlock PS Generator Addition,2026-08-28T04:55:51+00:00
1002569,,0,tpa-d1d7711eb2fdf9,mp-d3de8b33b31c911d,core_capital_only,no_exact_identifier_match,,Permitting/Submittals Approval,,Swann Pumping Station Generator Installation,2026-08-28T04:55:51+00:00
1002581,,0,tpa-294e58872d51d2,mp-0e44ec660dc8e956,core_capital_only,no_exact_identifier_match,,Planning,,Main Street Park,2026-08-28T04:55:51+00:00
1002583,bbp-bb1df4b2c4617ed3,1,,,budget_book_only,no_exact_identifier_match,,,Port Tampa Community Center Air Conditioning Upgrade,,2026-08-28T04:55:51+00:00
1002584,,0,tpa-9409ac3893adef,mp-73c7b5180cae1b07,core_capital_only,no_exact_identifier_match,,Planning,,Bermuda Blvd Complete Streets and Seawall (Design),2026-08-28T04:55:51+00:00
1002587,,0,tpa-ee4ec0506c52e7,mp-0bb4d12a5bfcc75b,core_capital_only,no_exact_identifier_match,,Construction in Progress,,"Green Spine Cycle Track, Phase 2A",2026-08-28T04:55:51+00:00
1002588.1,,0,tpa-010abcff64992e;tpa-f4bf3749f0bc89,mp-45550024a786d471;mp-77b0a772ff6e05a2,core_capital_only,no_exact_identifier_match,,,,,2026-08-28T04:55:51+00:00
1002588.2,,0,tpa-0e542856d02973;tpa-1d4651d0b0d880;tpa-aa89455ae92488;tpa-ab88120e4e2cf5;tpa-b2ff57e165748b;tpa-c9f2fb736272f6;tpa-de3734e9f296af;tpa-e8eb05f64083fb,mp-060f36ab83f938ac;mp-39619efb1fc0ac0a;mp-6b45eee6a856d47a;mp-9c8f740d0b4263ce;mp-cfc71f330604b3b0;mp-d9ecfe5a934e5b71;mp-de1498aa7a9d5c89;mp-fef6b5142643587d,core_capital_only,no_exact_identifier_match,,,,,2026-08-28T04:55:51+00:00
1002630,,0,tpa-a78f4c57d3248a,mp-6a1f7b0ff1c2af8d,core_capital_only,no_exact_identifier_match,,30% Design Completion,,MacDill Air Force Base Access Improvements (Interbay Blvd between West Shore Blvd and S. Bayshore Blvd),2026-08-28T04:55:51+00:00
1002651,,0,tpa-c6802e639e44db,mp-4e9b058278970aeb,core_capital_only,no_exact_identifier_match,,Consultant/Contractor Selection Process,,Forest Hills Park Pump Station,2026-08-28T04:55:51+00:00
1002652,,0,tpa-039a75ed644bd4,mp-dc115e78b633c4c2,core_capital_only,no_exact_identifier_match,,Planning,,University Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
1002661,,0,tpa-a8886e3a8ac0a2,mp-978665d9cb6b3e8e,core_capital_only,no_exact_identifier_match,,30% Design Completion,,Lakeshore PS Force Main Replacement,2026-08-28T04:55:51+00:00
1002695,,0,tpa-664cf8ba630bcc,mp-0f0d5dffb38d08a4,core_capital_only,no_exact_identifier_match,,Construction in Progress,,30th St and Fowler - USF FM Extension,2026-08-28T04:55:51+00:00
1002702,bbp-ab9440a68f0912be,1,,,budget_book_only,no_exact_identifier_match,,,TMOB Elevator Upgrade,,2026-08-28T04:55:51+00:00
1002780,bbp-6291bd5e6472ade8,1,,,budget_book_only,no_exact_identifier_match,,,Coachman Avenue Wastewater Improvements,,2026-08-28T04:55:51+00:00
1002797,,0,tpa-7d5a8bdb159610,mp-bc5f38e5b36b7e64,core_capital_only,no_exact_identifier_match,,Contract Negotiations,,Picnic Island Nature Based Solutions Design,2026-08-28T04:55:51+00:00
1002808,,0,tpa-f8b080678d224d,mp-1ec2d1f574a3b46f,core_capital_only,no_exact_identifier_match,,30% Design Completion,,W Cypress Street Resurfacing (Zone 1) From N Obrien St to N Himes Ave,2026-08-28T04:55:51+00:00
1002809,,0,tpa-52fa8446b8a3cd,mp-d95dc9e6f0da3d35,core_capital_only,no_exact_identifier_match,,30% Design Completion,,N Boulevard Resurfacing from W Green St to W Dr MLK Blvd,2026-08-28T04:55:51+00:00
