context_record_id,city_project_id,activity_id,master_project_id,project_name,description,rationale,project_type,fiscal_year,budget_year,funding_source,funded_status,planned_start_date,planned_end_date,actual_start_date,actual_end_date,project_phase,status,estimated_cost_usd,reported_actual_cost_usd,contract_number,department_project_number,activity_status,neighborhood,council_district,cra,project_document_url,project_site_url,source_record_last_edited_at_utc,source_url,observed_at_utc,geometry_geojson
bbp-5e8ba99a126287b0,1002293,tpa-f05d147a1350ac,mp-afdd63ce998db22d,Gandy Park South and A. J. Palonis Park Improvements,"This project provides for the design and construction of improvements to Lieutenant Colonel A. J. Palonis Park and Gandy Park South to include a connection under the Gandy Bridge, as well as trails, passive recreational areas, parking, and restrooms.",,Parks & Recreation,,2023,,No,,,,,,,,,,,,Bayside West,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002293.pdf,2022-07-28T13:13:20+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.54013641895075,27.892179766048358]}"
bbp-d7c0bdadd0f778e6,1002405,,,Fire Station No 8 Parking Lot Permeable Block Replacement,"This project provides for the replacement of the asphalt and permeable block parking lot for Fire Station No 8. The station was built in 1982 and the parking lot asphalt and permeable block have deteriorated over the years. There are drainage issues, pot holes in the asphalt and broken permeable blocks causing damage to fire trucks and rescue vehicles.",,Fire,,2023,,No,,,,,,,,,,,,Carver City Lincoln Gardens,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002405.pdf,2022-07-28T13:29:56+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.51775295528297,27.960724697853625]}"
bbp-77d78194e8d80600,1002409,,,Replacement Windows for Recreation Centers,This project provides for the replacement of windows at multiple recreational centers in the City.,,Parks & Recreation,,2023,,No,,,,,,,,,,,,Westshore Palms,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002409.pdf,2022-07-28T14:05:35+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.51537539162152,27.94724435410567]}"
bbp-e905decbadc330a4,1002407,,,Sulphur Springs Park Site Improvements,This project provides for improvements to the park site as required by the Florida Communities Trust Management Plan and the approved site Master Plan.,,Parks & Recreation,,2023,,No,,,,,,,,,,,,Sulphur Springs,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002407.pdf,2022-08-29T12:16:59+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45768830118772,28.02209497418751]}"
bbp-328075cff25a620c,1002408,,,Wellswood Church,"This project provides for the updating of the building's ceilings, electrical, flooring, completion of the auditorium, etc. to be used for programming needs as a therapeutic hub.",,Parks & Recreation,,2023,,No,,,,,,,,,,,,Wellswood,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002408.pdf,2022-07-28T14:59:22+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.47593006204788,27.990184351643883]}"
bbp-bab902f5472f482c,1002420,,,TMOB Electrical Upgrades,This project provides for the replacement of the obsolete TMOB main electrical switch board and feeder panel in the penthouse.,,Facility Management,,2023,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Non Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002420.pdf,2022-07-28T18:02:07+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4574894486846,27.947303791414516]}"
bbp-8b5751d428f290fd,1002421,,,Ballast Point Infrastructure Upgrades,"This project provides for the electrical upgrading of poles, lighting and wiring at Ballast Point pier and park.",,Facility Management,,2023,,No,,,,,,,,,,,,Ballast Point,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002421.pdf,2022-07-28T18:06:53+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.48058794171594,27.889324175584683]}"
bbp-7bd190b3f99d0373,1002414,,,Tampa Theatre Fire Alarm Replacement,This project provides for the replacement of the obsolete fire alarm system at Tampa Theatre.,,Facility Management,,2023,,No,,,,,,,,,,,,Downtown River Arts,5,Downtown Non Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002414.pdf,2022-07-28T18:11:12+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4589076677094,27.95035324690528]}"
bbp-5d5153f4eecb06e7,1002412,,,Cuscaden Pool Deck Underlayment and Coping,"This project provides for replacement of the underlayment, backer rods, and new coping around the exterior of the pool deck at Cuscaden Pool.",,Facility Management,,2023,,No,,,,,,,,,,,,VM Ybor,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002412.pdf,2022-07-28T18:13:51+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.44366106609722,27.969163443774953]}"
bbp-4d94c0a6120aa5d2,1002404,,,Hyde Park Improvements,"This project provides for installation of a pickleball court and shade structure including paving, court resurfacing, net, and fencing to keep balls in the court.",,Parks & Recreation,,2023,,No,,,,,,,,,,,,Parkland Estates,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002404.pdf,2022-07-28T14:04:22+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.48077773501113,27.936739603634347]}"
bbp-eca654f1b9ca4883,1002403,,,Pool Blanket & Heater Replacements,This project provides for replacement of existing pool blankets and/or heaters at four of the City's pools.,,Parks & Recreation,,2023,,No,,,,,,,,,,,,Carver City Lincoln Gardens,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002403.pdf,2022-07-28T14:03:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.51512108502898,27.95737000823305]}"
bbp-8fd21a171fc01b9b,1002402,,,Softball Dugout Renovations,This project provides for the demolition of the current youth sized dugouts and installing standard size dugouts at the New Tampa Sports Complex.,,Parks & Recreation,,2023,,No,,,,,,,,,,,,Tampa Palms North,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002402.pdf,2022-07-28T14:12:03+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.38344571292443,28.129544420956396]}"
bbp-ad01cd79c52d6692,1002359,,,North B St/Himes Ave CIAC Phase 5,This project will extend a new 36” transmission water main approximately 2.8 miles from W. Gray St. to S. Himes Ave. to increase pressures and flow to meet the future needs for the customers in the southern section of the City's water service area.,,Water,,2023,,No,,,,,,,,,,,,Oakford Park,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002359.pdf,2022-07-28T14:44:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.50155455141574,27.9473158997914]}"
bbp-78c79fa624be242a,1002114,,,Public Safety Training Facilities,This project provides for the design and renovations of the existing facilities being used for public safety training by police and fire. It also provides for the design and construction of new structures for a supply warehouse and gym.,,Police,,2023,,No,,,,,,,,,,,,Palmetto Beach,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002114.pdf,2022-07-28T14:46:45+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42070262598286,27.947046879483633]}"
bbp-0df7d0aafd08b61d,1002396,,,Sulphur Springs Tower Improvements,"This project provides for exterior painting, lighting upgrades, and tower art improvements.",,Parks & Recreation,,2023,,No,,,,,,,,,,,,Sulphur Springs,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002396.pdf,2022-08-29T12:18:48+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45886010397619,28.021438687985775]}"
bbp-2b6e3b7ad4092d68,1002394,,,Sulphur Springs Pool Improvements,"This project provides for pool improvements to include pool and pool deck repairs, seawall and slide replacement, public safety improvements, filtration system upgrades and the addition of shade and lighting.",,Parks & Recreation,,2023,,No,,,,,,,,,,,,Sulphur Springs,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002394.pdf,2022-08-29T12:17:22+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45211971068748,28.02083490291661]}"
bbp-d1dcb7ab84eed40a,1002536,,,Pam Iorio Garage Elevators and Fire Alarm Modernization,This project provides for the modernization of the Pam Iorio Garage elevators and fire alarms.,,Parking,,2024,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002536.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45390906991673,27.942571759692452]}"
bbp-429964a9c0964245,1002529,,,Electrical Upgrades,This project provides for the replacement of the Center's electrical transformers that are nearing end of life.,,Convention Center & Tourism,,2024,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002529.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45664706734549,27.94178035412432]}"
bbp-0f6331690cde8efa,1002531,,,HVAC Repairs and Upgrades,"This project provides for the replacement or rebuild 12 air handler units still needing to be addressed. In addition to the air handler units, there are numerous fresh air fans that need to be replaced. The fans are throughout the facility and include both the exhibit hall and back of house corridors. The final component of this project is to replace the aged insulation on the ductwork of the HVAC system. The replacement is needed to eliminate or greatly reduce condensation that forms and extends the life of the ductwork.",,Convention Center & Tourism,,2024,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002531.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4566309744341,27.94180641866144]}"
bbp-fca857ed2896cea2,1002526,,,Fire Station No 6 Expansion and Property Acquisition,This project provides for the acquisition of land adjacent to the Fire Station for the placement of a hazmat truck. This includes all ancillary costs associated with the new lot. This project also includes the expansion or renovation of Fire station No 6.,,Fire,,2024,,No,,,,,,,,,,,,Palmetto Beach,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002526.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.43494698498529,27.94677941808672]}"
bbp-2e4c30a180aba1f6,1002528,,,Fire Station No 9 Renovations,This project provides for the renovation of Fire Station No 6 once the Fire Fleet Shop and Supply relocate to another site.,,Fire,,2024,,No,,,,,,,,,,,,Macfarlane Park,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002528.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.48679795635273,27.958952006321844]}"
bbp-bda622ff6f79aaaf,1002408,,,Wellswood Church,"This project provides for the updating of the building's ceilings, electrical, flooring, completion of the auditorium, etc. to be used for programming needs as a therapeutic hub.",,Parks & Recreation,,2024,,No,,,,,,,,,,,,Wellswood,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002408.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.47599175291958,27.990218694867075]}"
bbp-23c9eaba320cb4f7,1002407,,,Sulphur Springs Park Site Improvements,This project provides for improvements to the park site as required by the Florida Communities Trust Management Plan and the approved site Master Plan.,,Parks & Recreation,,2024,,No,,,,,,,,,,,,Sulphur Springs,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002407.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45772325360954,28.021883017797816]}"
bbp-6800e3013cd0811d,1002546,,,FS No 5 Generator Infrastructure Upgrade,This project provides for the electrical upgrade and installation costs associated with installing a new generator at Fire Station No 5 which will provide emergency power for the entire station. The existing generator was installed in 1977 and only supplies partial power to the facility. This project provides the critical infrastructure required to maintain the continuity of emergency response in this 24/7 facility.,,Facility Management,,2024,,No,,,,,,,,,,,,Tampa Heights,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002546.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4555200373509,27.98038815798142]}"
bbp-d52193f1c0535e62,1002543,,,FS No 15 Generator Infrastructure Upgrade,This project provides for the electrical upgrade and installation costs associated with installing a new generator at Fire Station No15 which will provide emergency power for the entire station. The existing generator was installed in 1980 and only supplies partial power to the facility. This project provides the critical infrastructure required to maintain the continuity of emergency response in this 24/7 facility.,,Facility Management,,2024,,No,,,,,,,,,,,,Interbay - South of Gandy,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002543.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.50240481066207,27.893035957679263]}"
bbp-19516b6bac8cbb4c,1002548,,,FS No 13 Generator Infrastructure Upgrade,This project provides for the electrical upgrade and installation costs associated with installing a new generator at Fire Station No13 which will provide emergency power for the entire station. The existing generator was installed in 2001 and only supplies partial power to the facility. This project provides the critical infrastructure required to maintain the continuity of emergency response in this 24/7 facility.,,Facility Management,,2024,,No,,,,,,,,,,,,Tampa Overlook,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002548.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42680614514538,28.035649564018712]}"
bbp-6cfa1dd6d2ca0811,1002407,,,FS No 16 Generator Infrastructure Upgrade,This project provides for the electrical upgrade and installation costs associated with installing a new generator at Fire Station No16 which will provide emergency power for the entire station. The existing generator was installed in 1997 and only supplies partial power to the facility. This project provides the critical infrastructure required to maintain the continuity of emergency response in this 24/7 facility.,,Facility Management,,2024,,No,,,,,,,,,,,,East Side Commercial,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002407.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.39793919577941,27.96341255984683]}"
bbp-bb1df4b2c4617ed3,1002583,,,Port Tampa Community Center Air Conditioning Upgrade,This project provides for replacement of the air conditioning system at this facility due to age and the limited availability of refrigerant.,,Facility Management,,2024,,No,,,,,,,,,,,,"Port Tampa City, Inc. Civic Association",4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002583.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.52346140210747,27.869151311860776]}"
bbp-4f954ad56ff93faf,1002530,,,Fire Suppression Repairs and Upgrades,"This project provides for the upgrading of the fire suppression system for the Center that has been upgraded through the years, but still has a few areas that need to be addressed. Under this project, the fire control system notification software needs to be updated with the Center’s current configuration. Also, the parking garage sprinkler pipe has begun to show signs of deterioration necessitating replacement.",,Convention Center & Tourism,,2024,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002530.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45658269422023,27.94178035373728]}"
bbp-5586bbe63d9ac93c,1002533,,,Facility Lighting Upgrades,This project provides for the upgrading of lighting at the Center.,,Convention Center & Tourism,,2024,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002533.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45666450184436,27.941817419782907]}"
bbp-a4a1fea7b4411ed2,1002534,,,Structural Repairs and Improvements,This project provides for structural repairs and improvements needed for the Center that is over 30 years old. Two key areas that need to be addressed under this project are the upper dock expansion joint and the hardware on the doors.,,Convention Center & Tourism,,2024,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002534.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45664438504316,27.94183045237933]}"
bbp-a9f1f05d3e083bed,1002545,,,FS No 10 Generator Infrastructure Upgrade,This project provides for the electrical upgrade and installation costs associated with installing a new generator at Fire Station No10 which will provide emergency power for the entire station. The existing generator was installed in 1977 and only supplies partial power to the facility. This project provides the critical infrastructure required to maintain the continuity of emergency response in this 24/7 facility.,,Facility Management,,2024,,No,,,,,,,,,,,,Jackson Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002545.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4225878659128,27.971783922994717]}"
bbp-8748f98bc70ad87b,1002549,,,FS No 12 Generator Infrastructure Upgrade,This project provides for the electrical upgrade and installation costs associated with installing a new generator at Fire Station No12 which will provide emergency power for the entire station. The existing generator was installed in 1999 and only supplies partial power to the facility. This project provides the critical infrastructure required to maintain the continuity of emergency response in this 24/7 facility.,,Facility Management,,2024,,No,,,,,,,,,,,,Not Organized,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002549.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4922097347513,27.996663205870103]}"
bbp-cafe91a2c2f60e9d,1002562,,,Tampa Municipal Office Bldg Lobby Upgrades,This project provides for the updating of the main lobby at the Tampa Municipal Building. To include staff traffic enhancements and improve the safety and security of the building and its occupants. This project will also include the replacement of the horizontal window blinds on floors 1 through 8.,,Facility Management,,2024,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Non Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002562.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45744116969635,27.947280097468667]}"
bbp-9664a9f5df7d4de0,1002551,,,FS No 3 Generator Infrastructure Upgrade,This project provides for the electrical upgrade and installation costs associated with installing a new generator at Fire Station No 3 which will provide emergency power for the entire station. The existing generator was installed in 1986 and only supplies partial power to the facility. This project provides the critical infrastructure required to maintain the continuity of emergency response in this 24/7 facility.,,Facility Management,,2024,,No,,,,,,,,,,,,Hyde Park Spanishtown Creek,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002551.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.47204278433999,27.944338030946682]}"
bbp-6bfd8360c564670c,1002552,,,FS No 18 Generator Infrastructure Upgrade,This project provides for the electrical upgrade and installation costs associated with installing a new generator at Fire Station No18 which will provide emergency power for the entire station. The existing generator was installed in 2001 and only supplies partial power to the facility. This project provides the critical infrastructure required to maintain the continuity of emergency response in this 24/7 facility.,,Facility Management,,2024,,No,,,,,,,,,,,,Seminole Heights East,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002552.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42687361890277,27.99871413610504]}"
bbp-ad3b7f7943f1d75d,1002555,,,FS No 6 Exterior Brick Upgrade & Waterproofing,"This project provides funding for the restoration of the original brick exterior of Fire Station No 6, and the connected apparatus garage. This Fire Station has served the Palmetto Beach neighborhood and surrounding areas of Tampa since 1914. These repairs will help mitigate potential water intrusion into the structure, maintain good indoor air quality for its 24/7 occupants, and help preserve the financial and historical value of our community’s Fire Station.",,Facility Management,,2024,,No,,,,,,,,,,,,Palmetto Beach,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002555.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4349094331715,27.946708335332655]}"
bbp-ab9440a68f0912be,1002702,,,TMOB Elevator Upgrade,This project provides for upgrades and repairs to the elevators at the Tampa Municipal Office Building.,,Facility Management,,2025,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Non Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002702.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45736282939447,27.947301495869347]}"
bbp-16507f9f6c403ce4,1002815,,,MacDill Ave from Kennedy to Main Street,"Urban corridor improvements possibly including speed limit reduction, lane repurposing on-road buffered bicycle facility, two-way left-turn lane, ADA sidewalks, ADA pedestrian ramps, crosswalk additions/upgrades, raised median/pedestrian refuges, intersection improvements/reduced side street curb radii, milling and resurfacing, pavement striping and marking, and signalization timing improvements.",,Transportation,,2026,,No,,,,,,,,,,,,Armory Gardens,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002815.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.49327606665904,27.944814642149403]}"
bbp-a4da3763d05015eb,1002816,,,Lois Ave from W Cleveland St to SR616/Boy Scout Blvd,"The project consists of designing and constructing roadway improvement to relieve congestion, improve safety, and provided for bicycle/pedestrian connectivity along Lois Ave from W Cleveland St to Boy Scout Blvd. The project consists of milling and resurfacing of the corridor with the addition of a 10-12' wide urban side path on the east side of Lois Ave.",,Transportation,,2026,,No,,,,,,,,,,,,Carver City Lincoln Gardens,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002816.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.51388000008441,27.953801241035006]}"
bbp-6291bd5e6472ade8,1002780,,,Coachman Avenue Wastewater Improvements,"This project provides for the evaluation and construction of improvements to prevent storm related wastewater overflows from occurring along Coachman Avenue near Bayshore Boulevard. Work may include studies and evaluations of alternatives, development of contract documents, construction of selected improvements, and services related to project construction.",,Wastewater,,2027,,No,,,,,,,,,25-D-00014,WW1002780,,Bayshore Beautiful,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002780.pdf,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.49086692834177,27.896870728217294]}"
bbp-45cc8b83eae92b33,1003003,,,Standby Generators for Gomez and Laurel Pumping Stations,This project provides for the installation of standby generators at the Laurel Pumping Station and at the Gomez Pumping Station,,Wastewater,,2027,,No,,,,,,,,,,,,Palma Ceia Pines,4,,,,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.48946003341155,27.93870845501439]}"
bbp-1d99fee190bd0c4d,1002829,,,Knights Pumping Station Rehabilitation,"This project provides for the replacement of the Knights Avenue Pumping Station. The project will replace the existing wet-dry pit pumping station, new pumps, piping, valves, and electrical and control systems. Failure of the pumping station could result in a wastewater overflow that may impact the surrounding environment or cause a public health risk.",,Wastewater,,2027,,No,,,,,,,,,,,,Bayshore Beautiful,4,,,,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4960949151825,27.903880533221873]}"
