context_record_id,city_project_id,activity_id,master_project_id,project_name,description,rationale,project_type,fiscal_year,budget_year,funding_source,funded_status,planned_start_date,planned_end_date,actual_start_date,actual_end_date,project_phase,status,estimated_cost_usd,reported_actual_cost_usd,contract_number,department_project_number,activity_status,neighborhood,council_district,cra,project_document_url,project_site_url,source_record_last_edited_at_utc,source_url,observed_at_utc,geometry_geojson
bbp-4644dd7aaf32d4d6,1001010,,,2nd Street: Interbay Boulevard to West Bay Avenue,This project provides for localized flooding relief at 2nd Street between Interbay Boulevard and West Bay Avenue.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,Ballast Point,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001010.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.49120275840168,27.88024523716399]}"
bbp-08dd0f280183b639,1000178,,,"Upper Peninsula Flooding Relief, Phase II - Vasconia Outfall",This project provides for improvements in the northern part of South Tampa Peninsula for conveyance of stormwater flow and to alleviate flooding. The quality of the stormwater discharge will also be improved. This project is co-funded by SWFWMD.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,Palma Ceia,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000178.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.50589968215175,27.922501399340117]}"
bbp-040524b64e9ac0aa,1001370,tpa-42dcf7268b88bc,mp-553fc659c7a3e367,Copeland Park Flooding Relief,This project provides for the construction of a new pumping station to alleviate the neighborhood flooding.,Flood Relief,Stormwater Engineering,2023,2022,Stormwater Improvement Fee,No,2022-10-01,2025-12-01,,,P2: Design,30% Design Completion,,,,,,University Square,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001370.pdf,2022-05-23T17:30:42+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.44271462685926,28.04903918845426]}"
bbp-9fad73651408fcb0,1001437,,,West Saint Isabel from Gomez to Habana Flooding Relief,This project provides for the replacement of the failing ditch system with new pipes and inlets to alleviate flooding in the area.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,Stadium Area,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001437.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4907367286674,27.978614926809502]}"
bbp-5ca86f41f4685341,1001237,,,South Regional Garage Damage Repairs,"This project provides for structural modifications to repair damages at the garage that address shear, bending, and slab compression cracks, and adjust/anchor lateral precast panel/barrier wall displacement.","The project provides for improvements & restoration to the garage as identified in a condition assessment. Improvements include drainage, slab, concrete, expansion joint, & beam repairs, sealing, grouting.",Parking,2021,2022,Parking System Revenues,No,2021-09-17,2022-06-24,,,P5: Closeout,Closeout,,,21-C-00036,,CW3.3-WOA Closed & Complete,Tampa Downtown Partnership,5,Downtown Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001237.pdf,2022-06-27T12:12:02+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45379599976694,27.94260355896358]}"
bbp-7223b395eed3cca1,1001114,,,William F. Poe Garage Restoration,"This project provides for multi-year improvements & restoration to the garage as identified in a condition assessment. Improvements include slab, concrete, expansion joint, stucco, & beam repairs, sealing, grouting, curbing & stair nosing.",,Parking,,2022,,No,,,,,,,,,,,,Downtown River Arts,5,Downtown Non Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001114.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46211463523446,27.94961201872928]}"
bbp-da9449ef908908ad,1001582,,,Parking Administration Office Roof and HVAC Replacement,This project provides for replacement of the roof and HVAC unit for the Parking Administrative Office at the Fort Brooke Garage. The roof over the administrative offices and the HVAC are beyond repair and must be replaced.,,Parking,,2022,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Non Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001582.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4567946823758,27.945890622521738]}"
bbp-f5ae95030c58c930,1002113,,,Clark Street and 30th Street Pipe Relocation,This project provides for relocating and upgrading an existing pond outfall system including installation of new pipes and inlets.,Flood Relief,Stormwater Engineering,2024,2022,Stormwater Improvement Fee,Yes,2023-10-01,2025-04-01,,,P5: Closeout,Closeout,225000,,,SW60000,,Palmetto Beach,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002113.pdf,2022-09-22T15:04:48+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42654463541757,27.949348819626262]}"
bbp-6337e40a57889f5c,1001167,,,Eastridge Pumping Station Rehabilitation,This project provides for the rehabilitation of the existing pumping station.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,East Forest Hills,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001167.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46722731751048,28.046771188379466]}"
bbp-60f1ecb53591e039,1001017,,,Upper Peninsula Watershed Drainage Imprv - Dale Mabry/Henderson Trunkline,This project provides for the design of stormwater conveyance facilities to relieve flooding along Dale Mabry Highway between Henderson Boulevard and Neptune Street.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,Palma Ceia West,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001017.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.50630100040527,27.9316954495564]}"
bbp-1b0dfcf88bd531b2,1001953,,,Forest Hills Park Pumping Station,This project provides for construction of a new submersible duplex pumping station to replace the temporary above ground pump.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,East Forest Hills,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001953.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4646073639296,28.044754555973785]}"
bbp-95e157444bf4d8e7,1001406,,,In House Flooding Relief - 45th Street North of Hillsborough,This project provides for the construction of a new pumping station to alleviate the neighborhood flooding.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,East Tampa 2,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001406.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.40761345746412,27.995983820247687]}"
bbp-79806e27e7f8d0a4,1001950,,,Donut Pond Pumping Station Bar Screen Upgrade,This project provides for installation of an automated bar screen and a dumpster for disposal.,Flooding Relief,Stormwater Engineering,2023,2022,Stormwater Improvement Fee,Yes,2023-09-01,2023-12-01,,,P1: Planning,Cancelled,,,,,,University Square,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001950.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4304694111982,28.050839618273493]}"
bbp-fe99b7c27f2752ff,1001589,,,Lake Roberta Sediment Trap Upgrade,This project provides for upgrading the existing sediment trap to reduce pollutant loading into Lake Roberta.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,Hampton Terrace,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001589.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.44969968264589,28.000771820342862]}"
bbp-dbc6e8f92ac18862,1001586,,,Everina Street from Carrington Avenue to Coachman Avenue Flooding Relief,This project provides for the installation of new pipes and inlets connecting to the existing system to provide flooding relief for the residential neighborhood.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,Bayshore Beautiful,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001586.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.49997300874003,27.899985633616385]}"
bbp-904a0bd9f593e8e3,1001428,,,In House Flooding Relief - Rambla Street,The proposed project will consist of construction of new inlets and pipes connecting to the existing drainage system.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,"Historic Forest Hills Community Association, Inc.",7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001428.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.47038136470027,28.03421414596924]}"
bbp-3985c694ccae1d2e,1001069,,,Concordia Pond,This project provides for an attenuation pond to address localized flooding.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,Bayshore Beautiful,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001069.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4994184578626,27.91049781991212]}"
bbp-6854255479bb6552,1001597,tpa-4ada1f6c3013a6,mp-e5d954226eb4cddd,Virginia Avenue Pumping Station Drainage Improvements,This project provides for the rehabilitation and construction of new conveyance/outfall system adjacent to the existing Wastewater pumping station.,Flooding Relief,Stormwater Engineering,2023,2022,Stormwater Improvement Fee,Yes,2023-03-15,2025-09-11,,,P5: Closeout,Closeout,330000,,,SW60011,,Riverside Heights,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001597.pdf,2022-10-06T18:15:17+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.47577217837872,27.979808820672055]}"
bbp-c41d91f27ff2cc4c,1000773,,,Southeast Seminole Heights Flood Relief,This project provides for major drainage infrastructure to address flood conditions in Southeast Seminole Heights.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,Old Seminole Heights,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000773.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4573562708509,27.997828872027572]}"
bbp-023cd1ddcff5766c,1000753,,,Robles Park Pumping Station Replacement,This project provides for the replacement of an aging pump station with a more efficient pump and pump house. The new pump will have a higher capacity to handle stormwater flow.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,Tampa Heights,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000753.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45582345802119,27.97397276303395]}"
bbp-4a2e02fe88667221,1000386,,,Watrous Ditch Rehabilitation,This project provides for rehabilitation of the Watrous Canal which has eroded embankments. The scope has been increased to include upgraded capacity to provide maximum flood protection.,,Stormwater Engineering,,2022,,No,,,,,,,,,,,,Culbreath Bayou,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000386.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.52151509363287,27.932683600999077]}"
bbp-57be9c44d48470b9,1001593,,,West Davis Boulevard Bridge Replacement,This project provides for the replacement of an existing bridge at West Davis Boulevard.,,Transportation,,2022,,No,,,,,,,,,,,,Davis Islands,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001593.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45887125352905,27.920034370144993]}"
bbp-534ae4c4d24ea0f0,1000575,,,Streetcar Infrastructure,"This project provides for reconditioning or replacing components exhibiting deterioration, damage or obsolescence, rectifying maintenance issues and anticipating component life cycles.",,Transportation,,2022,,No,,,,,,,,,,,,Historic Ybor,5,Ybor City 1,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000575.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.44178791821112,27.96085804763892]}"
bbp-2f7a4570782eca2d,1001541,tpa-613081471e1d62;tpa-d60b774d24d302,mp-7b479705c969adb9;mp-95d84d187aef7d2f,Downtown Core Complete Streets (Brorein St from Ashley Dr to Morgan St),"This project provides for multimodal and safety improvements. General maintenance and Complete Streets improvements to several streets and incorporated in this project in the Downtown Core: Brorein St from Ashley Dr to Morgan St. As part of the project, these roadways will be resurfaced to remove deficiencies and provide a newly finished driving surface. This project will also include multimodal improvements to make these corridors safer for all users in accordance with the City’s Vision Zero initiative. • Parking Protected Buffered Bike Lanes with conflict markings to allow for safer cycling; • Pedestrian Bulb-outs to shorten pedestrian crossing distances; • Enhanced Crosswalks to provide pedestrians with more visibility; • Traffic Calming features to control speeds and reduce the likelihood of fatal crashes; • Reconstructed Curb Ramps to provide ease of use and accessibility to people with disabilities.",Complete Streets & Safety Improvements,Transportation,2025,2022,Local Option Gas Tax,Yes,2025-04-28,2025-05-30,,,P5: Closeout,Closeout,1900000,,,TRANS20119.1,,Tampa Downtown Partnership,5,Downtown Core,https://www.tampa.gov/project/trans201191,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001541.pdf,2022-07-06T12:15:43+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45573610467694,27.94401329712655]}"
bbp-17f4fb006c7568b9,1000749,,,Howard Avenue Flooding Relief Swann to Morrison,This project provides for the construction of new larger pipes and inlets to collect and convey runoff in this segment of Howard Avenue which has chronic street flooding.,Flood Relief,Stormwater Engineering,2021,2022,Stormwater Improvement Fee,No,,,,,,,,,,,,Parkland Estates,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000749.pdf,2022-05-23T18:27:05+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.48307586007864,27.935883601814837]}"
bbp-b92c60dd1f49c517,1000145,,,McKay Bay Transfer Station Renovation/Expansion Phase I,This project provides for the construction of new McKay Bay Transfer Station. Construction will include a larger operating floor that can accommodate 10 vehicles unloading simultaneously and developing a traffic plan that segregates integrated waste.,Construction will include a larger operating floor that can accommodate 10 vehicles unloading simultaneously and developing a traffic plan that segregates integrated waste.,Solid Waste & EPM,2019,2022,Solid Waste System Revenues,No,2020-02-03,2022-02-15,,,P5: Closeout,Closeout,,,16C28,,CW3.3-WOA Closed & Complete,Palmetto Beach,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000145.pdf,2022-02-28T16:22:24+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42003845742539,27.94696755749415]}"
bbp-b1fd81afaea80f62,1000490,,,Solid Waste CNG Station,"This project provides for construction of a new compressed natural gas slow-fill station including electrical supply units and compressors, connection to the main gas line, and installation of 10 fueling posts.",,Solid Waste & EPM,,2022,,No,,,,,,,,,,,,Carver City Lincoln Gardens,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000490.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.51100636461359,27.95890118880799]}"
bbp-46f4c3022c95d617,0000088,,,West Shore Boulevard and Gandy Boulevard,"This project provides for capacity, operational, multimodal and safety improvements.",Intersection Improvements,Transportation,2020,2022,Grants,Yes,2011-03-01,2021-12-31,,,P5: Closeout,Closeout,3150000,,,TRANS20116,,Bayside West,4,,https://www.tampagov.net/tss-transportation/info/projects/west_shore_gandy,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f0000088.pdf,2022-06-28T17:16:30+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.52681857724043,27.89414000519119]}"
bbp-4a26ca2d19b489cb,1001565,tpa-9c191dfc408eda,mp-a581e41a7ced59bb,Bayshore Pumping Station Rehabilitation,"This project provides for the complete rehabilitation of Bayshore Pumping Station at 3300 Bayshore Dr. The project will serve to replace the existing wet-dry type pumping station with a more efficient, reliable, and serviceable submersible pumping station. It includes demolition of above ground building structure, pumps and electrical equipment and installation of new submersible pumps, piping, valves, control panel and electrical upgrades. The new electrical and control equipment will be installed aboveground and will be designed to provide protection from flooding and wind damage associated with storm events. The project also includes the installation of a backup generator to maintain station operation in the event of a power loss.",The pumping station rehabilitation project will restore the station’s reliability by replacing the aging equipment and will include improvements to reduce vulnerability to extreme weather events. The station is a critical wastewater asset and failure of the station would result in a wastewater overflow that would impact the environment and pose a public health threat to the surrounding neighborhoods.,Wastewater,2025,2022,PIPES,Yes,2024-11-01,2026-02-01,,,P5: Closeout,Closeout,6400000,,20-C-00015,WW1001565,,Bayshore Beautiful,4,,https://www.tampa.gov/project/ww1001565,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001565.pdf,2022-08-16T14:52:39+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.48962934102533,27.904076374881686]}"
bbp-2a6557bc0e19f33a,0000374,,,Louisiana Avenue Pumping Station Rehabilitation,"This project provides for the rehabilitation of the Louisiana pumping station. Project will include replacement of pumps, piping, valves, electrical and control systems, and other station improvements.",Rehabilitation of wastewater infrastructure,Wastewater,2019,2022,PIPES,No,,,,,P5: Closeout,Closeout,9000000,,15-C-00044,WW0000374,,South Seminole Heights,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f0000374.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45958034063304,27.98986637300953]}"
bbp-4026c450076d5268,1000951,,,Hanna Avenue Pumping Station Odor Control Replacement,"This project provides for the replacement of the odor control system for the Hanna Avenue pumping station. The project includes furnishing and installing new odor control system, related piping, valves, blowers, and electrical and control system.",Rehabilitation of wastewater infrastructure,Wastewater,2020,2022,PIPES,No,,,,,P5: Closeout,Closeout,200000,,18-C-00023,WW1000951,,Old Seminole Heights,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000951.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.47128195306122,28.003187098126656]}"
bbp-8c4d66def3b4841d,1000433,,,University Pumping Station Replacement,"This project provides for the replacement of pump No. 1 at the University pumping station. Project will include installation of a new pump, motor, variable frequency drive, and other improvements.",Rehabilitation of wastewater infrastructure,Wastewater,2018,2022,PIPES,No,2017-07-01,2022-07-15,,,P5: Closeout,Closeout,1200000,,16-C-00019,WW1000433,,,,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000433.pdf,2022-08-02T17:53:40+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.44947536451221,28.065891188009477]}"
bbp-5045573ace54bb9e,1001809,tpa-446b264792bc1b;tpa-634ca4ba0d397a;tpa-ba388df23956a8,mp-d93154563339afcf;mp-f29e75b78f05c142;mp-fc6a9a5f5c9b86a6,Sulphur Springs Pumping Station Design Build,"This project provides for the complete rehabilitation of Sulphur Springs Pumping Station at 7902 N. 13th St. The project will serve to rehabilitate the existing wet-dry type pumping station. This project will include replacement of pumps, piping, valves, and electrical improvements to ensure continued reliability of the station. The project also includes the installation of a backup generator to maintain station operation in the event of a power loss.",The pumping station rehabilitation project will restore the station’s reliability by replacing the aging equipment and will include improvements to reduce vulnerability to extreme weather events. The station is a critical wastewater asset and failure of the station would result in a wastewater overflow that would impact the environment and pose a public health threat to the surrounding neighborhoods.,Wastewater,2028,2022,PIPES,Yes,2028-01-01,2028-12-01,,,P2: Design,30% Design Completion,19700000,,20-C-00014,WW1001809,,Sulphur Springs,5,,https://www.tampa.gov/project/ww1001809,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001809.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.44693731730224,28.019266452538357]}"
bbp-5b29ad8a699dfe74,1000769,,,Adamo & 50th Street Red Light Camera,"This project provides for operational and safety upgrades at Adamo Drive and 50th Street. This includes advanced traffic control equipment, CCTV, UPS and wireless connectivity to the TMC, which will facilitate improved intersection safety.",,Transportation,,2022,,No,,,,,,,,,,,,East Side Commercial,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000769.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.40167407899217,27.952199004912206]}"
bbp-6e1a0dd956de099f,0000294,,,Kennedy Boulevard & Dale Mabry Highway Intersection Improvements,"This project provides for right of way acquisition and construction of an additional southbound right turn, merge lane on Dale Mabry Highway south of Kennedy Boulevard.",,Transportation,,2022,,No,,,,,,,,,,,,Oakford Park,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f0000294.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.50560972914742,27.94490829736526]}"
bbp-cea4a3797463e52b,1001674,tpa-98a17eb54517ba,mp-4ba7bc24f95c8f99,Lois Ave (Cleveland St to Boy Scout Blvd),"This project provides for safety, multimodal, and operational improvements.",Complete Streets & Safety Improvements,Transportation,2027,2022,Multiple Funding,No,,2028-12-31,,,P2: Design,30% Design Completion,5400000,,,TRANS20135,,Tampa International Airport,6,,https://www.tampa.gov/project/trans20135,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001674.pdf,2022-07-06T12:18:06+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.51395134148416,27.952189097759238]}"
bbp-86240a68f901269a,1000986,,,TFR Fire Station No. 24,"This project provides for the design, construction, and long term procurement of new fire apparatus for the new Fire Station No 24.",,Fire,,2022,,No,,,,,,,,,,,,K Bar Ranch,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000986.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.29972650441289,28.163095457454585]}"
bbp-dd37e47e4da053b0,1001933,,,Training Burn Simulator and Skills Tower,This project provides for the construction of a burn simulator for firefighting. The remediation of the firefighter skills tower is required for continued training for current and recruits training.,This project provides for the construction of a burn simulator for firefighting. The remediation of the firefighter skills tower is required for continued training for current and recruits training.,Fire,2023,2022,Tax - Other,No,2023-01-06,2024-02-29,,,P5: Closeout,Closeout,2571898,,21-C-00030,TCCR2021,CW3.3-WOA Closed & Complete,Palmetto Beach,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001933.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42217486054075,27.9475086973811]}"
