finance_event_id,activity_id,master_project_id,city_project_id,contract_number,event_type,event_date,fiscal_year,amount_usd,amount_direction,funding_source,resolution_number,source_document,source_url,observed_at_utc,source_record_last_edited_at_utc,evidence_strength,is_inferred,interpretation_warning
fin-b1bef13ae322df84,,,1000962,20-C-00040,funded_status_reported,,2021,,not_applicable,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000962.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-05-02T13:09:32+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-6844bdf0eec898d6,,,1001186,17-C-00038,capital_estimate_reported,,2021,83042970,reported_level,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001186.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-475f9b32d145c077,,,1001186,17-C-00038,funded_status_reported,,2021,,not_applicable,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001186.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-336a5773eaee1d46,tpa-024c352566fd89,mp-b444c5d6f324da27,1001566,20-C-00028,capital_estimate_reported,,2021,447000,reported_level,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001566.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:48:26+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-798385fef62a52e7,tpa-024c352566fd89,mp-b444c5d6f324da27,1001566,20-C-00028,funded_status_reported,,2021,,not_applicable,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001566.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:48:26+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-7255d1412884bb07,tpa-9cb920953f4186,mp-df0fc6b847a57e5f,1001303,21-C-00009,capital_estimate_reported,,2022,1322592,reported_level,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001303.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:49:47+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-bba18ea57df7019c,tpa-9cb920953f4186,mp-df0fc6b847a57e5f,1001303,21-C-00009,funded_status_reported,,2022,,not_applicable,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001303.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:49:47+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-88ada4b6eb7d6916,,,1001373.1,22-C-00003,capital_estimate_reported,,2025,1478200,reported_level,PIPES,,https://www.tampa.gov/project/ww10013731,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:50:33+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-b12eb10f84f7bff5,,,1001373.1,22-C-00003,funded_status_reported,,2025,,not_applicable,PIPES,,https://www.tampa.gov/project/ww10013731,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:50:33+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-bd0f3f947120b96f,,,1001574,21-C-00027,capital_estimate_reported,,2022,1136160,reported_level,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001574.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:51:30+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-de96b51589320a49,,,1001574,21-C-00027,funded_status_reported,,2022,,not_applicable,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001574.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:51:30+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-a63916df9ad20912,tpa-5f55eb57724be4,mp-77192490275c7d13,1001376,21-C-00010,capital_estimate_reported,,2022,1093671,reported_level,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001376.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:51:55+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-e79a1482a66367df,tpa-5f55eb57724be4,mp-77192490275c7d13,1001376,21-C-00010,funded_status_reported,,2022,,not_applicable,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001376.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:51:55+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-4271e5d09036ec1b,,,1002058,21-C-00014,capital_estimate_reported,,2021,390000,reported_level,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002058.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:52:17+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-75e53f3eb5e6b9cd,,,1002058,21-C-00014,funded_status_reported,,2021,,not_applicable,PIPES,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002058.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-16T14:52:17+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-066971a50b63a0e4,,,1001929,,capital_estimate_reported,,2024,135000,reported_level,Transportation Impact Fees,,https://www.tampa.gov/project/trans20046,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-26T15:21:00+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-a9497f2a5558dae6,,,1001929,,funded_status_reported,,2024,,not_applicable,Transportation Impact Fees,,https://www.tampa.gov/project/trans20046,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-26T15:21:00+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-669475f18b37affb,,,1001226,19-C-00032,capital_estimate_reported,,2020,5159715,reported_level,Grants,,https://www.tampagov.net/tss-transportation/info/projects/34thStreet,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-06-24T17:53:08+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-5186170d3abd70c5,,,1001226,19-C-00032,capital_actual_cost_reported,,2020,3697131.03,reported_level,Grants,,https://www.tampagov.net/tss-transportation/info/projects/34thStreet,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-06-24T17:53:08+00:00,official_source_observation,no,Actual cost is source-reported and not independently audited or necessarily final.
fin-372c5b5921c6a1b1,,,1001226,19-C-00032,funded_status_reported,,2020,,not_applicable,Grants,,https://www.tampagov.net/tss-transportation/info/projects/34thStreet,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-06-24T17:53:08+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-bc3678ed2d4f1275,,,1001845,19-C-00010.001 WOA#5,capital_estimate_reported,,2021,1600000,reported_level,Transportation Impact Fees,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001845.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-6f46e0f43dd7cb82,,,1001845,19-C-00010.001 WOA#5,funded_status_reported,,2021,,not_applicable,Transportation Impact Fees,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001845.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-f82b0899db25cae5,,,0000006,,capital_estimate_reported,,2024,1750000,reported_level,Transportation Impact Fees,,https://www.tampagov.net/tss-transportation/info/projects/spruce,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:04:51+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-91135a2f00c89adc,,,0000006,,funded_status_reported,,2024,,not_applicable,Transportation Impact Fees,,https://www.tampagov.net/tss-transportation/info/projects/spruce,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:04:51+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-b7fd6edb6424728d,,,1000980,,capital_estimate_reported,,2027,1000000,reported_level,Transportation Impact Fees,,https://www.tampa.gov/project/trans20054,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-26T15:22:58+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-16c8b0c33b22ab63,,,1000980,,funded_status_reported,,2027,,not_applicable,Transportation Impact Fees,,https://www.tampa.gov/project/trans20054,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-26T15:22:58+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-b6e976e73567fa47,tpa-2ed8da642d70ff,mp-4ca9962761cd97bd,1000446,,capital_estimate_reported,,TBD,6930000,reported_level,Local Option Gas Tax,,https://www.tampa.gov/project/trans20014,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-28T22:22:52+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-63bea7d313f837f2,tpa-2ed8da642d70ff,mp-4ca9962761cd97bd,1000446,,funded_status_reported,,TBD,,not_applicable,Local Option Gas Tax,,https://www.tampa.gov/project/trans20014,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-28T22:22:52+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-ccc5533d94db38e3,tpa-71346c0bba0c2c,mp-2823ebae0582ecf1,1000248,,capital_estimate_reported,,TBD,9220000,reported_level,Local Option Gas Tax,,https://www.tampa.gov/project/trans20134,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-28T22:19:13+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-9480741e9f2ff003,tpa-71346c0bba0c2c,mp-2823ebae0582ecf1,1000248,,funded_status_reported,,TBD,,not_applicable,Local Option Gas Tax,,https://www.tampa.gov/project/trans20134,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-28T22:19:13+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-702f5b30b8bba175,tpa-2dc74558e17f91,mp-36bcf34199e877eb,1002091,21-C-00022,capital_estimate_reported,,2024,1645831,reported_level,Multiple Funding,,https://www.tampa.gov/project/trans20038,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:08:02+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-8546391f97f535fd,tpa-2dc74558e17f91,mp-36bcf34199e877eb,1002091,21-C-00022,funded_status_reported,,2024,,not_applicable,Multiple Funding,,https://www.tampa.gov/project/trans20038,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:08:02+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-97f06d04ff642c9a,,,1001221,19-C-00018,capital_estimate_reported,,2022,4200000,reported_level,Grants,,https://www.tampagov.net/tss-transportation/info/projects/columbus,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-ae2d866627cdc2c8,,,1001221,19-C-00018,capital_actual_cost_reported,,2022,731032.35,reported_level,Grants,,https://www.tampagov.net/tss-transportation/info/projects/columbus,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,Actual cost is source-reported and not independently audited or necessarily final.
fin-24f7429d9dd25d99,,,1001221,19-C-00018,funded_status_reported,,2022,,not_applicable,Grants,,https://www.tampagov.net/tss-transportation/info/projects/columbus,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-7eea9a09b3bce9da,,,1001220,19-C-00046,capital_estimate_reported,,2022,3062445.99,reported_level,Grants,,https://www.tampagov.net/tss-transportation/info/projects/46thStWalkBike,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-09-26T11:31:45+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-489a189b075cc5ab,,,1001220,19-C-00046,capital_actual_cost_reported,,2022,281553.75,reported_level,Grants,,https://www.tampagov.net/tss-transportation/info/projects/46thStWalkBike,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-09-26T11:31:45+00:00,official_source_observation,no,Actual cost is source-reported and not independently audited or necessarily final.
fin-53c6fbc0ab08c321,,,1001220,19-C-00046,funded_status_reported,,2022,,not_applicable,Grants,,https://www.tampagov.net/tss-transportation/info/projects/46thStWalkBike,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-09-26T11:31:45+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-66781671fd94ce72,tpa-60fa1e9349c074,mp-34f011fe38d212ef,1001934,,capital_estimate_reported,,2027,575000,reported_level,Multiple Funding,,https://www.tampa.gov/project/trans20050,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:20:25+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-c08917c275cf91f6,tpa-60fa1e9349c074,mp-34f011fe38d212ef,1001934,,funded_status_reported,,2027,,not_applicable,Multiple Funding,,https://www.tampa.gov/project/trans20050,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:20:25+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-925dfe20d91df8c1,tpa-fad81e27486de4,mp-0f771ace7d974ddf,1001516,24-C-00012,capital_estimate_reported,,2025,532787,reported_level,Multiple Funding,,https://www.tampa.gov/project/trans20031,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:14:18+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-56022040fe1adeea,tpa-fad81e27486de4,mp-0f771ace7d974ddf,1001516,24-C-00012,funded_status_reported,,2025,,not_applicable,Multiple Funding,,https://www.tampa.gov/project/trans20031,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:14:18+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-8416f225ce3f06ef,tpa-7878b137016fca,mp-7ccf0e6c3039d506,1001517,24-C-00013,capital_estimate_reported,,2025,1188166,reported_level,Multiple Funding,,https://www.tampa.gov/project/trans20032,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:14:34+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-c2c0900383b6f742,tpa-7878b137016fca,mp-7ccf0e6c3039d506,1001517,24-C-00013,funded_status_reported,,2025,,not_applicable,Multiple Funding,,https://www.tampa.gov/project/trans20032,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:14:34+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-c27adc214c65d2cd,tpa-37222f224d7341,mp-1699bf0f3b6906fc,1001931,21-D-00016,capital_estimate_reported,,2026,6095013.83,reported_level,Multiple Funding,,https://www.tampa.gov/project/trans20023,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:19:43+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-a9a401930a132453,tpa-37222f224d7341,mp-1699bf0f3b6906fc,1001931,21-D-00016,funded_status_reported,,2026,,not_applicable,Multiple Funding,,https://www.tampa.gov/project/trans20023,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:19:43+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-553e74ceb704cbf5,,,1001540,19-C-00010.001 WOA#1,capital_estimate_reported,,2020,1500000,reported_level,Local Option Gas Tax,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001540.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-a73de0820b6baaa6,,,1001540,19-C-00010.001 WOA#1,funded_status_reported,,2020,,not_applicable,Local Option Gas Tax,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001540.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-adc43f0b78561451,tpa-a2a4fd28b3d102,mp-10d31fc06c3d06e1,1002092,21-C-00022,capital_estimate_reported,,2024,2544487,reported_level,Multiple Funding,,https://www.tampa.gov/project/trans20039,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:22:23+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-2af23a0044e4680a,tpa-a2a4fd28b3d102,mp-10d31fc06c3d06e1,1002092,21-C-00022,funded_status_reported,,2024,,not_applicable,Multiple Funding,,https://www.tampa.gov/project/trans20039,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:22:23+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-fe768a2c842033d9,,,1000254,,capital_estimate_reported,,2023,392000,reported_level,Grants,,https://www.tampagov.net/tss-transportation/info/projects/green_spine,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:07:45+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-5e34f295c06d9aeb,,,1000254,,funded_status_reported,,2023,,not_applicable,Grants,,https://www.tampagov.net/tss-transportation/info/projects/green_spine,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:07:45+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-7a200b91bcc7bc63,,,1001311,,capital_estimate_reported,,2022,500000,reported_level,Local Option Gas Tax,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001311.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-31T12:14:30+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-af6ff89d5800f981,,,1001311,,funded_status_reported,,2022,,not_applicable,Local Option Gas Tax,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001311.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-31T12:14:30+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-033c300e228a26a9,,,1001562,1001562,capital_estimate_reported,,2023,400000,reported_level,Local Option Gas Tax,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001562.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-01T14:18:45+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-18148dc47b8b3516,,,1001562,1001562,funded_status_reported,,2023,,not_applicable,Local Option Gas Tax,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001562.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-08-01T14:18:45+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-e6c239b826d4f1c5,,,1001509,,capital_estimate_reported,,2027,500000,reported_level,Yet to be Determined,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001509.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:13:16+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-32f17ce1f383c51d,,,1001509,,funded_status_reported,,2027,,not_applicable,Yet to be Determined,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001509.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:13:16+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-26c039aba98b07fa,,,1001577,1001577,capital_estimate_reported,,2020,175000,reported_level,Local Option Gas Tax,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001577.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-04-04T12:33:54+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-68203fc56879aaa2,,,1001577,1001577,funded_status_reported,,2020,,not_applicable,Local Option Gas Tax,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001577.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-04-04T12:33:54+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-009bb43f51cd003d,,,1001312,,capital_estimate_reported,,2022,500000,reported_level,Local Option Gas Tax,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001312.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-04-27T12:26:45+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-998cce8bdb930eaf,,,1001312,,funded_status_reported,,2022,,not_applicable,Local Option Gas Tax,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001312.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-04-27T12:26:45+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
